scenario_id,variant,scenario_type,difficulty,memory_dependency,context_dependency,ndcg_at_5,precision_at_5,mean_graded_relevance,hcsr,mean_violation_count,unknown_hard_rate,expired_rate,trace_completeness,grounding,evidence_resolution_rate,abstention_rate,handoff_success,decision_log_completeness,turn_count,response_turns,total_latency_ms,task_success,partial_task_score,grounded_claim_count,clarification_efficiency
SC-B-04,full,clarification,medium,none,low,0.8573424901769817,0.8000000000000002,1.8,1.0,0.0,0.0,0.0,1.0,0.5666666666666667,1.0,0.0,1.0,1.0,2.0,2.0,13493.333999999997,1.0,1.0,17.0,-2.0
SC-B-04,no_context,clarification,medium,none,low,0.5417552559952586,0.4000000000000001,1.0,0.6,0.4000000000000001,0.10000000000000002,0.20000000000000004,1.0,0.4375,1.0,0.0,1.0,1.0,2.0,2.0,71790.50266666667,0.0,0.75,14.0,-2.0
SC-B-04,no_memory,clarification,medium,none,low,0.7860137352654726,0.8000000000000002,1.6000000000000003,0.8000000000000002,0.20000000000000004,0.0,0.0,1.0,0.9090909090909092,1.0,0.0,1.0,1.0,2.0,2.0,46578.274333333335,0.0,0.75,20.0,-2.0
SC-B-05,full,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.6842105263157894,1.0,0.0,1.0,1.0,2.0,2.0,27324.902666666665,1.0,1.0,13.0,-2.0
SC-B-05,no_context,clarification,medium,none,low,0.8539316501572934,0.8000000000000002,2.4,0.8000000000000002,0.20000000000000004,0.0,0.20000000000000004,1.0,0.631578947368421,1.0,0.0,1.0,1.0,2.0,2.0,48462.057,0.0,0.75,12.0,-2.0
SC-B-05,no_memory,clarification,medium,none,low,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,24396.421333333332,1.0,1.0,11.0,-2.0
SC-C-01,full,profile_dialogue_conflict,medium,medium,high,0.936475914927914,1.0,2.4,1.0,0.0,0.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,1.0,1.0,1.0,60415.07866666667,1.0,1.0,21.0,-1.0
SC-C-01,no_context,profile_dialogue_conflict,medium,medium,high,0.5309719078307141,0.4000000000000001,1.0,0.4000000000000001,0.6,0.0,0.20000000000000004,1.0,0.8214285714285715,1.0,0.0,1.0,1.0,1.0,1.0,23383.698666666663,0.0,0.75,23.0,-1.0
SC-C-01,no_memory,profile_dialogue_conflict,medium,medium,high,0.936475914927914,1.0,2.4,1.0,0.0,0.0,0.0,1.0,0.7777777777777778,1.0,0.0,1.0,1.0,1.0,1.0,59934.39933333333,1.0,1.0,21.0,-1.0
SC-C-02,full,profile_dialogue_conflict,medium,medium,medium,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.7857142857142857,1.0,0.0,1.0,1.0,1.0,1.0,32577.715333333337,1.0,1.0,22.0,-1.0
